Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
254000,-0.3341952,1.4143163,0.00014840705,None,None,None
256000,-0.36810383,1.4143162,0.00014702677,322.4702059077099,4496.0,322.47019386291504
258000,-0.31724972,1.4143163,0.00014570646,None,None,None
260000,-0.21941093,1.4142153,0.00014460621,52.726182183716446,4496.0,52.72618865966797
262000,-0.516912,1.4142153,0.0001435308,-64.08516585011967,2179.0,-64.08516883850098
264000,-0.19166468,1.4142152,0.00014229667,None,None,None
266000,-0.16335727,1.4142152,0.00014091666,-27.977639737771824,4495.0,-27.977638244628906
268000,-0.5927817,1.4142152,0.00013959665,None,None,None
270000,-0.4435193,1.4140742,0.00013849637,186.62656063772738,4496.0,None
272000,-0.22539626,1.4140741,0.00013749606,None,None,186.62656021118164
274000,-0.16583279,1.4140741,0.00013629605,None,None,None
276000,-0.22053675,1.4140741,0.00013491577,361.5341084434185,4496.0,361.5340881347656
278000,-0.32023397,1.4140741,0.00013359546,None,None,None
280000,-0.24464282,1.4138823,0.0001324952,-254.70835712039843,4496.0,-254.70834732055664
282000,-0.10536939,1.4137862,0.00013149485,None,None,None
284000,-0.05594335,1.4137863,0.00013011458,569.90408917889,4496.0,569.9040832519531
286000,-0.15188023,1.4137862,0.00012879429,None,None,None
