Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
150000,-0.094338566,30.634481,0.14257522,1.4175104,0.00029805003,265.8247902298082,4495.0,265.8247909228007
180000,0.22479372,43.527874,0.16155656,1.4176141,0.000297525,None,None,None
210000,0.6774269,43.161404,0.14969772,1.4176738,0.00029707508,None,None,None
240000,1.3083955,46.255882,0.14722714,1.4174936,0.00029662502,None,None,None
270000,2.2970223,42.914677,0.1377973,1.4172522,0.000296175,1091.909360505567,4496.0,1087.472166225828
300000,2.641352,None,None,1.4172523,0.00029594958,None,None,1220.5882186889648
330000,3.1379063,61.682026,0.16921616,1.4168676,0.00029549957,None,None,None
360000,3.8409553,69.14548,0.14997238,1.4167712,0.00029504954,None,None,None
390000,4.6544104,66.24071,0.11397292,1.4167207,0.00029459962,None,None,None
420000,5.4345803,78.22809,0.14252445,1.4165494,0.00029399936,1830.4830052114426,4496.0,1830.4830088933309
450000,5.78434,101.904976,0.13774611,1.416231,0.00029347418,None,None,None
480000,6.4718037,97.484474,0.12414328,1.4157397,0.00029302412,None,None,None
510000,7.1120806,91.94036,0.16994645,1.4154574,0.00029257408,None,None,None
540000,8.139583,103.078285,0.15260656,1.4151953,0.00029212414,2295.5127159309586,4496.0,2292.889226189975
570000,8.687562,None,None,1.4151953,0.00029189867,None,None,2371.5939025878906
600000,8.962774,118.12867,0.13772069,1.4151833,0.0002914486,None,None,None
630000,10.362029,125.797516,0.142832,1.4152323,0.0002909987,None,None,None
660000,11.167821,142.7389,0.13599138,1.4150448,0.0002905487,None,None,None
690000,11.867133,139.65475,0.16717365,1.415048,0.00028994845,2828.4048669223694,4496.0,2828.404865773519
720000,12.209171,150.31699,0.15057448,1.4154165,0.00028942322,None,None,None
750000,13.268215,171.68456,0.15186895,1.4150445,0.00028897315,None,None,None
780000,14.777949,178.50182,0.1616632,1.4148786,0.00028852327,None,None,None
