Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
4000,-0.16345288,1.4189384,0.0002984461,-199.88942368829157,1560.5,-199.88942909240723
6000,-0.14156182,1.4189386,0.0002971002,-476.73285855492577,2319.0,-476.7328567504883
8000,-0.06327329,1.4189385,0.00029574704,-252.29609783366323,1206.0,-252.29611206054688
10000,-0.09214735,1.4189383,0.00029450702,None,None,None
12000,-0.15809703,1.4188958,0.00029340704,-510.47292091255076,4495.0,-510.4729461669922
14000,-0.41493937,1.4188958,0.00029240703,None,None,None
16000,-0.37944365,1.4188958,0.00029101904,-427.13068122509867,3524.0,-427.13071060180664
18000,-0.37156633,1.4188958,0.00028978032,-381.819457965903,3534.0,None
20000,-0.3434433,1.4188958,0.00028857938,-127.35800219979137,1233.0,-255.5746307373047
22000,-0.38303566,1.4185295,0.00028729864,-128.91789660044014,918.0,-127.15204429626465
24000,-0.42416573,1.4185294,0.00028623568,-173.8189459554851,1494.0,-173.8189468383789
26000,-0.4077031,1.4185295,0.00028500974,-92.86529658952107,1191.6666666666667,-100.68162727355957
28000,-0.4679458,1.4185295,0.00028379718,-129.12123370962217,1468.0,-77.2326431274414
30000,-0.5018656,1.4185295,0.00028272672,-95.9822311270982,1194.0,-112.55173110961914
32000,-0.39464742,1.4181736,0.00028128285,18.77328438637778,1277.0,18.773279666900635
34000,-0.4684689,1.4180948,0.00027992704,-108.18102142587304,1029.5,-108.18101406097412
36000,-0.35475907,1.4180948,0.00027898987,-20.160520172677934,1045.0,-20.160521268844604
38000,-0.5251695,1.4180948,0.0002779416,-30.31737480708398,1180.5,-30.31737232208252
40000,-0.5221619,1.4180948,0.0002765817,-71.54886209918186,723.75,-106.25477600097656
42000,-0.42429298,1.4179227,0.00027555125,-4.3145672478713095,930.0,-63.102203369140625
44000,-0.46085063,1.4177297,0.00027433448,52.239068106127284,636.3333333333334,77.5869255065918
46000,-0.5209508,1.4177295,0.00027308756,-7.242343270375083,798.0,35.23515192667643
48000,-0.49140605,1.4177294,0.00027164735,-45.394202251918614,716.5,-48.04009850819906
50000,-0.2659091,1.4177295,0.00027043396,49.92115416082864,833.0,9.289148807525635
52000,-0.47862864,1.4175849,0.00026940304,115.79879661013062,604.0,136.84850056966147
54000,-0.25411788,1.4172859,0.00026827003,123.94426697399467,676.6666666666666,86.10411326090495
56000,-0.30287975,1.4172859,0.00026709426,120.6068752782109,604.6666666666666,135.36164093017578
58000,-0.25689045,1.4172862,0.00026585205,62.032661877106875,570.0,74.49764156341553
60000,-0.15282056,1.4172862,0.0002645397,-47.388062265887854,446.0,-65.22718249559402
62000,-0.32609507,1.4171836,0.00026335657,50.891127997854106,498.6666666666667,93.07246780395508
64000,0.03404923,1.4169338,0.00026229143,82.51887902873568,516.5,74.3224048614502
66000,0.13461997,1.4169339,0.00026095213,14.44429324179267,384.3333333333333,29.65525023142497
68000,0.025551833,1.4169337,0.00025966245,33.77663776278496,513.5,21.350690841674805
70000,0.13639918,1.4169337,0.0002584679,62.57935063622426,469.5,29.790905475616455
72000,0.23176071,1.4168036,0.0002573318,72.61478368490934,357.8,99.7698543548584
74000,0.13194726,1.4165794,0.00025621976,117.18129300386644,394.0,112.44651336669922
76000,0.3248016,1.4165795,0.00025499208,99.21202386294802,338.0,94.63765398661296
78000,0.3126967,1.4165795,0.00025380251,81.00564808292049,282.85714285714283,88.8047297171184
80000,0.31784686,1.4165795,0.00025263533,160.78505209703,376.2,130.62873001098632
82000,0.19941244,1.4165583,0.00025148378,132.29316279403866,394.4,133.6442901611328
84000,0.8389949,1.4164429,0.00025028305,82.50200203992426,324.0,94.11585807800293
86000,0.7544748,1.4164429,0.0002490584,148.38588363198298,300.2857142857143,143.0011760166713
88000,0.7139098,1.4164428,0.0002478618,130.37286299668872,316.3333333333333,128.1778195699056
90000,0.63161606,1.4164429,0.00024661244,121.11585001111962,277.5,117.02555274963379
92000,0.7442964,1.4162595,0.0002454149,112.81159917047869,292.6666666666667,124.77454821268718
94000,1.0632203,1.415862,0.00024423318,135.3908904287964,268.5,139.78041553497314
96000,1.0452653,1.4158617,0.0002429969,134.67789802690302,280.85714285714283,133.13896111079626
98000,1.0782032,1.4158618,0.00024176075,139.3323202568572,265.75,133.75103664398193
100000,1.051422,1.4158618,0.00024054555,145.01865909261895,274.14285714285717,139.7810767037528
102000,1.1478089,1.4156433,0.00023939315,125.24894368916284,233.75,128.142187833786
104000,1.5350623,1.4154406,0.00023817601,138.26637396547528,241.33333333333334,134.47752126057944
106000,1.4525044,1.4154403,0.00023693095,137.66145761628286,245.875,148.77558612823486
108000,1.5490694,1.4154403,0.0002357867,166.62506849330384,227.375,154.8555202484131
110000,1.3780103,1.4154404,0.00023458475,132.67155127382526,242.66666666666666,138.41336313883463
112000,1.6603146,1.4152281,0.00023338466,138.74886291800067,224.25,147.97695541381836
114000,1.9651967,1.4151212,0.00023221475,123.53780933698131,186.1818181818182,115.95874612981623
116000,1.8694227,1.4151212,0.00023099678,137.74836445506662,223.55555555555554,137.58438364664713
118000,1.8143305,1.4151212,0.00022978711,128.8054881107269,222.33333333333334,125.41088612874348
120000,1.7787094,1.4151211,0.0002286223,142.6601350370329,234.5,152.0159740447998
122000,2.1287174,1.4146293,0.00022745316,131.54429614562542,197.5,123.34468727111816
124000,2.2046845,1.4144403,0.00022621533,138.34017933854327,193.1818181818182,138.37042132290927
126000,2.268462,1.4144403,0.00022501494,165.19043082485183,207.0,165.85325368245444
128000,2.1854727,1.4144402,0.00022382627,147.14251889386213,208.2,146.81307983398438
130000,2.2559705,1.4144403,0.00022257943,141.80444458299317,205.0,141.21684589385987
132000,2.5271523,1.4136336,0.00022137808,119.29704228348352,174.54545454545453,127.89039958607067
134000,2.5925932,1.4136335,0.00022017154,142.4840141582218,188.8181818181818,140.93077503551137
136000,2.5529976,1.4136335,0.00021897853,162.62160748858005,187.9,158.53260650634766
138000,2.5895514,1.4136336,0.00021781566,150.0213323762979,178.63636363636363,154.4999375776811
140000,2.5438864,1.4135692,0.00021663944,106.91887972745198,176.54545454545453,104.45815745267001
142000,2.8830678,1.4133022,0.00021542238,141.25196667884788,173.41666666666666,144.33119042714438
144000,2.880699,1.4133022,0.00021421576,141.2589422117841,159.58333333333334,133.41450564066568
146000,2.8416212,1.4133021,0.00021304168,163.60062710585242,180.1818181818182,165.00331115722656
148000,2.9264638,1.4133022,0.00021180042,164.15774722083006,177.5,163.39676666259766
150000,2.983943,1.4130906,0.00021058705,117.67174899685554,144.6153846153846,119.34653094181648
152000,3.161722,1.4128572,0.00020940961,158.93691592523828,168.33333333333334,157.73312632242838
154000,3.14474,1.4128573,0.00020817947,168.83195916008358,171.66666666666666,167.93395868937174
156000,3.1294684,1.4128573,0.00020697918,138.21260508877987,174.63636363636363,152.77758511629972
158000,3.107538,1.4128573,0.0002057768,165.77600768041643,171.75,152.78651428222656
160000,3.4639695,1.4126344,0.00020457672,154.7739792095963,158.91666666666666,156.58035039901733
162000,3.6451044,1.4125863,0.00020341319,166.65387519460637,162.16666666666666,167.08709462483725
164000,3.6105852,1.4125863,0.00020223694,164.8280153106122,162.66666666666666,162.0113728841146
166000,3.602838,1.4125865,0.0002010129,147.14004618531237,161.69230769230768,153.15282733623798
168000,3.6657965,1.4125533,0.0001997768,127.09244445080941,152.84615384615384,131.15541017972507
170000,3.8447635,1.4123615,0.00019859262,146.87429644928002,161.66666666666666,145.29946581522623
172000,3.8270066,1.4123615,0.00019742263,159.5063713795195,161.33333333333334,150.29468218485513
174000,3.8277612,1.4123614,0.00019621055,166.8485136371679,159.84615384615384,166.9558363694411
176000,3.9315412,1.4123613,0.00019498236,149.85451628504177,152.46153846153845,151.32346549400916
178000,3.979487,1.4122169,0.00019378973,170.24260210976578,151.76923076923077,169.46399453970102
180000,4.157658,1.4120121,0.00019258153,169.62325988545155,155.84615384615384,169.1441192626953
182000,4.1308947,1.412012,0.00019138977,134.61216342513666,147.07692307692307,142.4186242910532
184000,4.1660175,1.412012,0.00019021395,160.6857891361444,152.84615384615384,152.50640047513522
186000,3.9949925,1.412012,0.0001890008,145.6557953408609,134.73333333333332,147.46392657756806
188000,4.3760295,1.4116747,0.00018781077,170.22558140625748,147.76923076923077,168.4408950805664
