Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
4000,-0.00999267,1.4189386,0.0002984227,-110.76495944568887,2185.0,-110.7649598121643
6000,0.002689682,1.4189383,0.00029718722,None,None,None
8000,0.013974339,1.4189385,0.0002957165,-111.71397728368174,2868.5,-111.71397686004639
10000,0.031384535,1.4189383,0.00029434083,None,None,None
12000,-0.08248328,1.4188764,0.0002932167,-137.65411893375372,1418.6666666666667,-200.8662257194519
14000,-0.17953812,1.4188764,0.0002922096,-4.604044136494243,456.3333333333333,-6.260509788990021
16000,-0.1370622,1.4188765,0.00029094558,-10.756708966102451,904.0,-10.756708145141602
18000,-0.15950833,1.4188765,0.00028984004,-44.144408339459915,1516.5,-88.72921562194824
20000,-0.17126456,1.4188765,0.00028848424,4.514547046041116,717.5,3.1565014521280923
22000,-0.19686939,1.4188604,0.00028735612,1.4770785678410903,2281.0,None
24000,-0.26132208,1.4188607,0.0002864184,None,None,1.4770774841308594
26000,-0.25273162,1.4188607,0.00028518462,-392.08037913311273,3074.0,-392.08037185668945
28000,-0.20903638,1.4188606,0.0002839716,None,None,None
30000,-0.20878029,1.4188604,0.00028259162,-513.5521075765137,4495.0,-513.5520935058594
32000,-0.26069736,1.4187229,0.0002811695,22.414009895175695,1254.0,22.414011240005493
34000,-0.28360513,1.4187051,0.00028008025,-7.038328991853632,3294.0,None
36000,-0.28681123,1.4187051,0.0002789066,26.462296965299174,696.0,9.711982250213623
38000,-0.27291763,1.4187051,0.000277521,None,None,None
40000,-0.28104657,1.4187051,0.00027642102,51.84170812834054,4495.0,51.84170722961426
42000,-0.26691788,1.418482,0.000275421,None,None,None
44000,-0.17998166,1.4182589,0.00027404077,-21.24357574561145,4496.0,-21.243576049804688
46000,-0.1342328,1.4182588,0.0002728031,50.77774803666398,1566.0,50.777748107910156
48000,-0.18566698,1.4182588,0.00027177966,None,None,None
50000,-0.19488713,1.4182589,0.00027064324,-141.76009002071805,3646.0,-141.76008796691895
52000,-0.15331306,1.4182588,0.0002696079,-187.3209442589432,2882.0,None
54000,-0.089905925,1.4174299,0.00026826945,-40.42925257096067,1242.5,-91.04604578018188
56000,-0.060488373,1.4174298,0.00026706114,-69.78041530563496,720.5,-118.8876531124115
58000,-0.061367467,1.4174294,0.00026609947,None,None,12.127117156982422
60000,-0.04744649,1.4174297,0.00026481829,-94.90915413794573,2054.0,-71.40367126464844
62000,-0.054717995,1.4174298,0.00026335515,-47.83587932935916,874.5,-71.36212793986003
64000,-0.111994036,1.4168072,0.0002620065,26.013741930946708,1838.0,26.013745307922363
66000,-0.19940442,1.4168073,0.00026078834,-275.55915342108347,2214.0,-275.5591506958008
68000,-0.19447577,1.4168072,0.00025964147,-36.16363921260927,2515.0,None
70000,-0.20524365,1.4168073,0.0002586354,None,None,-36.16364002227783
72000,-0.20715572,1.4168073,0.0002573123,113.8893550306093,2314.0,113.88935470581055
74000,-0.19358695,1.4161402,0.00025599322,-66.58209847932449,1544.5,-66.58209133148193
76000,-0.19600396,1.4160918,0.0002546965,-109.91530630120542,1068.5,-109.91530799865723
78000,-0.20697999,1.4160917,0.0002536562,83.83736482355744,1329.0,83.83735656738281
80000,-0.18218465,1.4160917,0.00025269948,-25.56549113127403,968.6666666666666,0.17697954177856445
