Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
6090000,74.09862,2.6178784,0.10425997,1.3895857,0.0002089326,1755.1715119586422,4496.0,1755.1715161553745
6120000,74.00541,33.713062,0.08421427,1.3894994,0.00020840525,None,None,None
6150000,74.14834,1.0600095,0.15594253,1.3896846,0.00020795524,None,None,None
6180000,74.1878,0.5570864,0.16156363,1.3896453,0.00020750212,1780.3904722630978,4496.0,1780.3904418945312
6210000,74.16716,2.9794064,0.10732777,1.3895371,0.00020706154,1750.480488008121,4496.0,1747.9259526179387
6240000,75.152916,None,None,1.3895371,0.00020682979,None,None,1772.6199493408203
6270000,74.98907,32.07717,0.10927102,1.3897784,0.00020637983,None,None,None
6300000,75.23047,0.7785029,0.13787946,1.3896453,0.00020592981,None,None,None
6330000,75.24323,0.7792523,0.13585962,1.3895566,0.00020547664,1834.6464762091637,4496.0,1834.6464080810547
6360000,74.85289,2.6477454,0.09309961,1.389628,0.0002048817,1780.3550958600506,4496.0,1780.355099513613
6390000,75.4429,34.32567,0.09196351,1.38986,0.00020435435,None,None,None
6420000,76.05456,0.2983719,0.13206457,1.3897245,0.00020390439,None,None,None
6450000,76.64785,0.27868435,0.152451,1.3893993,0.00020345121,1687.4056311671156,4496.0,1687.4055786132812
6480000,76.80616,1.4433839,0.062113494,1.3893412,0.0002030106,1815.4768002520573,4496.0,1814.5919676560623
6510000,75.31507,None,None,1.3893411,0.0002027789,None,None,1823.1453501383464
6540000,75.47398,35.684113,0.09818866,1.3892785,0.00020232891,None,None,None
6570000,75.935265,1.4990218,0.16562448,1.3894292,0.00020187891,None,None,None
6600000,76.45647,0.7537755,0.15596305,1.3891639,0.00020142576,1657.585633829236,4496.0,1657.5856323242188
6630000,76.66883,2.124222,0.074119516,1.3891429,0.00020083081,1773.3155875714206,4496.0,1773.3155817492254
6660000,77.03792,35.860435,0.09356158,1.3894112,0.00020030346,None,None,None
6690000,77.068474,0.495116,0.13083631,1.3895057,0.00019985346,None,None,None
6720000,77.15878,0.50606114,0.1798074,1.3893641,0.0001994003,1758.730499431491,4496.0,1758.7305297851562
6750000,76.5083,2.4489834,0.09303585,1.3893776,0.00019895974,1801.4118775217391,4496.0,1796.1216688889724
6780000,77.00499,None,None,1.3893776,0.00019872621,70.67051859758794,452.0,1136.6243774414063
6810000,77.52618,1744.4604,0.08556928,1.3894603,0.00019826612,-2494.3550682663918,1565.0,-2494.3550415039062
6840000,76.919716,0.37854272,0.12136065,1.3894334,0.00019781901,None,None,None
6870000,77.0538,2.960726,0.11248344,1.3892728,0.000197366,1840.2388597428799,4496.0,1840.2388763427734
6900000,76.952705,None,None,1.3892459,0.00019677963,1796.7202701113254,4495.928571428572,1796.7202559879847
6930000,77.119225,34.3364,0.09937641,1.3890231,0.000196248,1282.4556265305728,3199.0,1282.4556274414062
6960000,77.166466,3.5739102,0.1060468,1.3888929,0.00019580254,None,None,None
6990000,76.81261,1.4636264,0.111440584,1.3887794,0.00019534939,1737.7414446622133,4496.0,1737.741470336914
7020000,76.5667,2.5818582,0.10022823,1.3888277,0.00019489543,1796.1499919765092,4496.0,1796.149981865516
7050000,77.6246,37.0754,0.11040243,1.3888409,0.0001946465,1840.2525814771652,4496.0,1840.2525329589844
7080000,76.100845,7.0908155,0.108902425,1.3889954,0.00019421228,1773.8542989008129,4495.5,1773.8543243408203
7110000,75.77588,2.6450152,0.13559814,1.3891205,0.00019376856,None,None,None
7140000,76.48636,4.7183833,0.13408294,1.389131,0.00019331557,1842.0962512344122,4496.0,1842.0962371826172
7170000,76.886925,72.14969,0.08566247,1.389117,0.00019272932,1718.369555109698,4496.0,1718.3695506343136
7200000,77.16009,0.9007263,0.047327355,1.389405,0.00019219768,1638.6791583558079,4496.0,1638.6791534423828
7230000,76.84129,4.971445,0.106074266,1.3891952,0.00019175165,None,None,None
7260000,76.851,2.1231623,0.14445661,1.3892003,0.00019129855,1849.7979195415974,4496.0,1849.7978820800781
7290000,75.96977,3.9506688,0.11380458,1.3892435,0.00019084456,1743.5245375670133,4496.0,1743.5245337853064
7320000,78.269684,36.532772,0.09287211,1.3892565,0.0001905956,1850.3007510602474,4496.0,1850.3006896972656
7350000,76.88759,6.0262585,0.11113224,1.3894345,0.00019016137,1777.8955840431154,4496.0,1777.8955841064453
7380000,77.446335,6.968478,0.10715624,1.3893511,0.00018971543,989.9170304983854,2811.0,989.9170074462891
7410000,77.29879,3.6224637,0.090738215,1.3891912,0.00018917734,1842.062025114894,4496.0,1843.2110443115234
7440000,77.24772,65.134895,0.09337524,1.3892988,0.00018864176,1783.6769762283097,4496.0,1785.8783639761118
7470000,78.67131,1.1947515,0.068934664,1.3893639,0.00018814678,1848.444395184517,4496.0,1848.444351196289
7500000,78.79314,4.092728,0.08795957,1.3892937,0.00018769935,1859.5975744128227,4495.0,1859.5975494384766
7530000,78.65911,2.3463614,0.06597078,1.3889769,0.0001872476,1856.5962928831577,4496.0,1856.5962524414062
7560000,78.399605,2.405867,0.0706204,1.3888811,0.00018673952,1841.3884709266015,4496.0,1841.388471069336
7590000,78.9287,35.610043,0.11767933,1.3889172,0.00018652427,1846.7368054538965,4496.0,1846.7367706298828
7620000,77.70564,5.829169,0.112397596,1.3891201,0.00018610999,1829.1545762121677,4496.0,1829.1545867919922
7650000,77.70464,3.1567843,0.13853553,1.3893309,0.00018566521,1854.2439260184765,4496.0,1854.2439575195312
7680000,77.947296,3.0168333,0.087295234,1.3891159,0.00018521375,1828.7925867540762,4496.0,1828.7925720214844
7710000,78.72883,71.30045,0.105657704,1.3888912,0.00018462844,1792.2575119018798,4496.0,1792.2575184748723
7740000,78.839905,0.5136662,0.09018129,1.3888505,0.00018409589,1669.0393326363992,4496.0,1669.0393524169922
7770000,77.799355,5.7057185,0.12771282,1.3887786,0.00018364844,1869.2221256494522,4496.0,1869.22216796875
7800000,78.58602,3.4491892,0.11989825,1.3888352,0.00018319672,1851.9545271098614,4496.0,1851.9544982910156
7830000,78.965256,2.2642162,0.09864328,1.3885534,0.0001826886,1808.834774172129,4496.0,1808.8347702026367
7860000,78.88965,36.574875,0.102210045,1.3885692,0.00018247336,1820.2608060836792,4496.0,1820.2608337402344
7890000,79.36485,4.2749734,0.073201574,1.3886489,0.00018205911,1864.7627514749765,4496.0,1864.7627639770508
7920000,79.43413,2.3760905,0.07179258,1.3885387,0.0001816143,1853.346299380064,4496.0,1853.3463134765625
7950000,79.34755,2.0404994,0.06691263,1.3883787,0.00018116286,1870.5520052313805,4496.0,1870.5520629882812
7980000,79.43759,73.61331,0.09075089,1.3882946,0.00018057754,1849.2314129289366,4496.0,1849.231417142428
8010000,79.59991,0.48627803,0.072213605,1.3883742,0.00018004497,1879.4597033113241,4496.0,1879.459701538086
8040000,79.54165,4.346288,0.09169643,1.388523,0.00017959755,1815.2120708823204,4496.0,1815.2120666503906
8070000,79.32731,3.4845004,0.13985564,1.3884621,0.00017914582,1288.9497419530526,4496.0,1288.9497375488281
8100000,79.32892,2.7099104,0.13463284,1.3882984,0.00017863773,1848.9750519437157,4496.0,1848.9750506591797
8130000,78.901436,35.109837,0.09091744,1.3882995,0.00017842247,1880.1721247136593,4496.0,1880.172119140625
8160000,78.53527,4.2631865,0.091685064,1.3883079,0.00017800818,1887.611846551299,4496.0,1887.6118392944336
8190000,77.920525,2.6742213,0.12343238,1.3883247,0.0001775634,1863.7797085791826,4496.0,1863.7797546386719
8220000,77.86308,3.525662,0.1166363,1.3884283,0.00017711196,1860.0407442450523,4496.0,1860.040786743164
8250000,77.39177,68.56381,0.10174139,1.3883758,0.00017652664,1814.2787088491111,4496.0,1814.2787155738245
8280000,78.943016,1.4663424,0.12344742,1.388342,0.00017599408,1830.9010437093675,4496.0,1830.9010543823242
8310000,78.163124,5.713112,0.111692406,1.3883022,0.00017554665,1735.0066341841593,4496.0,1735.0066223144531
8340000,77.35078,3.4576802,0.13042526,1.3882021,0.00017509493,1582.6832734406926,4496.0,1582.683219909668
8370000,77.60813,2.334743,0.12404887,1.38809,0.0001745868,1810.9412511004693,4496.0,1810.9412536621094
8400000,79.735916,36.358585,0.104574814,1.3880783,0.00017437157,1846.325249493122,4496.0,1846.3252258300781
8430000,79.79756,4.9733777,0.098327704,1.3880105,0.00017395726,1894.3622951209545,4496.0,1894.3622817993164
8460000,79.94539,3.0631683,0.08238138,1.3879557,0.00017351251,1898.5576409250498,4496.0,1898.5576782226562
8490000,79.57185,0.9576747,0.057882767,1.3879856,0.00017306104,1486.6813701516949,4496.0,1486.6813201904297
8520000,80.104546,71.221085,0.0974424,1.3878126,0.00017247573,1885.0259085845632,4496.0,1885.025905902569
8550000,80.81221,1.2450167,0.13167909,1.3878269,0.00017194316,1899.1591923087835,4496.0,1899.1592254638672
8580000,80.959984,5.756279,0.07968243,1.3878624,0.00017149576,1908.0128653347492,4496.0,1908.0128479003906
8610000,80.296555,2.3045764,0.07738949,1.3880308,0.00017104403,1862.7458450645208,4496.0,1862.745834350586
8640000,79.71045,1.6404432,0.068589196,1.3878459,0.00017053593,1883.835521792397,4496.0,1883.8355242919922
8670000,80.52672,36.00822,0.09678512,1.3878491,0.00017032067,1834.7132242843509,4496.0,1834.7131958007812
8700000,79.52231,4.777537,0.10130293,1.3878852,0.00016990639,1854.7150167920627,4496.0,1854.715072631836
8730000,79.95433,2.5200787,0.088424526,1.3878102,0.00016946161,1911.2719067335129,4496.0,1911.2719268798828
8760000,78.963745,3.9822154,0.13930967,1.3877412,0.00016901016,1906.7519882917404,4496.0,1906.751937866211
8790000,79.79664,84.8542,0.07493803,1.3877572,0.00016842231,1781.4367009000507,4347.740740740741,1781.4367003264251
8820000,81.535774,1.2713542,0.120760076,1.3877598,0.00016788853,1431.7875606374193,3488.6666666666665,1431.787577311198
