Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
144000,1.4194273,0.00021422165,0.04079997,4.974688142654486,1498.0,7.256263256072998
146000,1.4194272,0.00021291664,0.047194947,2.2949207910569385,1498.0,2.4940165877342224
148000,1.4194344,0.00021169666,0.022679368,4.508205313177314,1498.0,4.508205220103264
150000,1.4194343,0.00021062163,0.0008442469,14.910057310858974,1498.0,9.063876271247864
152000,1.4194344,0.00020931665,0.00072026486,15.400305119110271,1498.0,18.078272104263306
154000,1.4194344,0.00020809667,0.00027142832,12.557092309521977,1498.0,12.557092070579529
156000,1.4194343,0.00020702166,0.0014462344,5.752374554664129,1498.0,6.283413380384445
158000,1.4192861,0.00020571666,0.015559755,13.664358921523672,1498.0,9.442847311496735
160000,1.4191875,0.00020449664,0.044242073,10.334934181766585,1498.0,10.334934294223785
162000,1.4191875,0.00020342162,0.045548562,10.371501386223827,1498.0,3.5634499192237854
164000,1.4191873,0.00020211667,0.04613559,3.1385783444857225,1498.0,10.159066289663315
166000,1.4191875,0.00020089665,0.043023534,31.36320965916093,1498.0,31.36320924758911
168000,1.4190907,0.00019982168,0.04588108,12.65332410458359,1498.0,7.0666996240615845
170000,1.4188007,0.00019851666,0.06816913,7.699495870736428,1498.0,12.969721660017967
172000,1.4188007,0.00019729661,0.06936323,19.393234274117276,1498.0,19.39323318004608
174000,1.4188006,0.00019622168,0.06869029,6.93125210958533,1498.0,7.931311905384064
176000,1.4188007,0.00019491665,0.06964481,46.183379467227496,1498.0,26.057290136814117
178000,1.4188007,0.00019369664,0.06658123,11.630453412246425,1498.0,11.630454540252686
180000,1.4188138,0.00019262166,0.059116844,-39.80688280565664,1498.0,-89.47627544403076
182000,1.4188138,0.00019131666,0.05485533,-103.10038749931846,1498.0,-46.61893880367279
184000,1.418814,0.00019009666,0.05463462,14.88776331191184,1498.0,14.88776409626007
186000,1.4188138,0.0001891028,0.05372113,-14.305775138520403,1364.0,-47.913326263427734
188000,1.418814,0.00018806002,0.053831406,17.879126555635594,982.0,18.590452432632446
190000,1.4186792,0.00018679291,0.031547956,24.158605300501222,1497.5,24.29739159345627
192000,1.4186344,0.00018548824,-0.012810285,16.834829967236146,1498.0,20.427325040102005
194000,1.4186345,0.00018426824,-0.014016225,23.180106856510974,1498.0,23.180107593536377
196000,1.4186344,0.00018319323,-0.011718322,11.542519367823843,1498.0,6.891682386398315
198000,1.4186344,0.00018188827,-0.011422644,34.661695495888125,1498.0,25.42752832174301
200000,1.418473,0.00018066827,-0.01121779,29.52819083398208,1498.0,29.528190851211548
202000,1.4183924,0.00017959326,0.04961562,37.72780862826039,1498.0,23.607666015625
204000,1.4183924,0.00017828828,0.04971212,35.51524422422517,1498.0,43.681596636772156
206000,1.4183923,0.00017706827,0.05121696,14.380040573538281,1498.0,14.380041122436523
208000,1.4183923,0.00017598186,0.050167594,14.633533581829397,1038.5,14.633533477783203
210000,1.4184077,0.00017474555,0.04946577,51.07811693957774,1497.5,50.471572399139404
212000,1.4184542,0.00017344086,0.13990654,18.850761559209786,1498.0,35.267711997032166
214000,1.418454,0.00017222087,0.14103985,18.659834373975173,1498.0,18.659835547208786
216000,1.4184538,0.00017114585,0.13928233,35.670586166437715,1498.0,16.149519443511963
218000,1.4184542,0.00016984086,0.1398558,40.90173820784548,1498.0,48.0466947555542
220000,1.418454,0.00016862087,0.13923135,-121.24172200396424,1498.0,-121.24171829223633
222000,1.4182808,0.00016754585,0.12254467,22.75821239996003,1498.0,15.567112028598785
224000,1.4182806,0.00016624085,0.11489725,11.563355842139572,1498.0,20.75633478164673
226000,1.4182806,0.00016502087,0.11515829,9.18844724248629,1498.0,9.188447207212448
228000,1.4182808,0.00016394585,0.11488829,49.25823441694956,1498.0,14.633035659790039
230000,1.4182806,0.00016264086,0.11458553,67.2532286058995,1498.0,75.56832599639893
232000,1.4180639,0.00016142087,0.12707117,-18.45319261145778,1498.0,-18.453195571899414
234000,1.4180639,0.00016034587,0.13925539,32.23511676018825,1498.0,36.87318801879883
236000,1.418064,0.00015904088,0.13946195,32.981294041266665,1498.0,30.28917121887207
238000,1.4180639,0.00015782086,0.13919134,55.69349776825402,1498.0,55.69349670410156
240000,1.4180639,0.00015674587,0.13926262,-29.403841044870205,1498.0,29.032155990600586
242000,1.4179378,0.00015544085,0.13645713,-29.83832234935835,1498.0,-58.839078426361084
244000,1.4178536,0.00015422086,0.13040966,25.195516632171348,1498.0,25.195516347885132
246000,1.4178537,0.00015314587,0.13006167,53.46183435700368,1498.0,35.16107988357544
248000,1.4178535,0.00015184085,0.13039044,40.79271132033318,1498.0,56.27765226364136
250000,1.4178536,0.00015062086,0.12934543,90.3833284417633,1498.0,90.38332748413086
252000,1.4178245,0.0001495459,0.13009492,20.822274212900084,1498.0,6.3697028160095215
254000,1.4177369,0.00014824087,0.16776931,-9.756222843192518,1498.0,12.759310483932495
256000,1.4177368,0.00014702088,0.16718027,29.79462893080199,1498.0,29.79462718963623
258000,1.4177369,0.00014579555,0.16761994,-103.39041034545517,1306.0,-103.39041328430176
260000,1.4177368,0.00014455128,0.16815779,9.445139658870175,1498.0,9.445139408111572
262000,1.4177303,0.00014347628,0.16809665,13.407717827853048,1498.0,-10.003101348876953
264000,1.4177117,0.00014217127,0.04111308,25.500154433306307,1498.0,31.159345149993896
266000,1.4177117,0.00014095126,0.0439544,11.192942466586828,1498.0,11.192943096160889
268000,1.4177115,0.00013987624,0.049741518,56.82879522512667,1498.0,93.73992621898651
270000,1.4177117,0.00013857127,0.044971824,79.16764519910794,1498.0,49.54265260696411
272000,1.4177117,0.00013735125,0.043005034,11.384221728047123,1498.0,11.38422206044197
274000,1.4180032,0.00013627626,0.10821325,43.844301312434254,1498.0,39.82897758483887
276000,1.4180032,0.0001349911,0.13881584,-137.19235673267394,1431.0,-44.66636371612549
278000,1.4180032,0.00013379173,0.13883045,30.283276836096775,1497.0,30.28327751159668
280000,1.4180033,0.00013255535,0.13730925,-42.65304178808583,1321.5,-42.65304088592529
282000,1.4180032,0.00013130388,0.13918924,49.93404910864774,1498.0,49.93404769897461
284000,1.4180769,0.00013022889,0.06279706,47.01936705059779,1498.0,44.62920570373535
286000,1.4180765,0.00012892389,-0.024507267,20.22996014659293,1498.0,34.81974080204964
288000,1.4180764,0.00012770388,-0.02894042,53.5249487508554,1498.0,53.52495002746582
290000,1.4180769,0.00012664509,0.08193591,-65.54941918887198,968.5,-65.54942321777344
292000,1.4180768,0.00012546511,-0.002668793,25.771902589229285,1497.5,26.918269872665405
294000,1.4180678,0.0001242088,0.0041682557,21.488651501829736,1119.5,53.05562382936478
296000,1.4180605,0.00012309552,0.0849761,-64.55707869702019,1497.0,-38.50841522216797
298000,1.4180604,0.00012191588,0.099457,93.92091532377526,1498.0,14.68191909790039
300000,1.4180605,0.00012069588,0.10790564,24.324169710977003,1498.0,24.32417106628418
302000,1.4180604,0.00011948377,0.10125281,-650.7806817301607,1288.5,-650.7806876599789
304000,1.4180605,0.00011824727,0.089049906,23.090782197075896,1498.0,23.09078311920166
306000,1.4180878,0.000116929616,0.09726334,-12.269691320427228,1443.0,-12.269689559936523
308000,1.4180878,0.00011561355,-0.0027655442,-16.6134586581029,1497.0,-16.61345863342285
310000,1.4180876,0.000114538896,0.025823476,35.644451836822554,1498.0,68.00733643770218
312000,1.4180878,0.00011323389,0.03834522,62.40642535104416,1498.0,32.843997955322266
314000,1.4180877,0.000111876885,0.024333036,-12.843247966491617,931.0,-12.84324324131012
316000,1.4180697,0.0001109047,-0.031376403,45.95990055787843,1182.5,139.70708465576172
318000,1.4180697,0.00010979435,0.05872811,33.158350596553646,1497.0,-7.314465522766113
320000,1.4180697,0.00010857467,0.045095667,45.0138494761195,1498.0,45.013850808143616
322000,1.4180697,0.000107499676,0.017116627,-13.452850750181824,1498.0,41.82939052581787
324000,1.4180696,0.00010619469,0.026065407,34.29802452836884,1498.0,-17.21853256225586
326000,1.4180354,0.000104974686,0.07139772,112.11793593049515,1498.0,112.1179313659668
328000,1.4180183,0.000103899685,0.061766464,66.87187159381574,1498.0,37.837276458740234
330000,1.4180183,0.000102594684,0.06881051,1.9793128610035637,1498.0,48.942888259887695
332000,1.4180183,0.00010137469,0.055573538,95.14038450978114,1498.0,95.1403865814209
334000,1.4180185,0.000100231744,0.077548414,-46.10410137774306,1181.5,-46.10410404205322
336000,1.4180182,9.905475e-05,0.095978074,63.90782778139692,1497.0,63.90782928466797
338000,1.4177914,9.784797e-05,0.0505269,31.26325415732572,1282.0,31.26325225830078
340000,1.4177912,9.661428e-05,0.094500735,30.45481723069679,1498.0,30.454817295074463
342000,1.4177914,9.5539275e-05,0.046399068,36.56664708908647,1498.0,74.93231958150864
344000,1.4177914,9.4234274e-05,0.05705018,16.913283795816824,1498.0,7.557131081819534
346000,1.4177912,9.301428e-05,0.026160061,-79.11128906998783,1498.0,-79.11129379272461
348000,1.4176527,9.1939284e-05,0.04515117,158.26962351158727,1498.0,97.04303550720215
350000,1.417653,9.0634276e-05,0.07297713,41.71767397131771,1498.0,130.606938123703
352000,1.4176528,8.941429e-05,0.05528772,-87.50704219017643,1498.0,-87.50704193115234
354000,1.417653,8.8128254e-05,0.053825255,-45.12513626637519,1393.0,-45.125139236450195
356000,1.417653,8.684055e-05,0.042631283,121.37972410966177,1497.0,121.37972640991211
358000,1.4175664,8.5765896e-05,0.08953768,79.25338405222283,1498.0,106.31413650512695
360000,1.4175665,8.4460866e-05,0.06436609,118.02706214843784,1498.0,85.10984146595001
362000,1.4175665,8.32409e-05,0.11599058,27.001126949326135,1498.0,27.001126050949097
364000,1.4175664,8.21659e-05,0.114247344,30.518992243189132,1498.0,19.33999514579773
366000,1.4175667,8.09288e-05,0.07706147,98.43074104277184,1074.5,107.39647054672241
368000,1.417465,7.9849946e-05,0.117345884,1.85927400510991,1497.0,23.766521453857422
370000,1.4174651,7.867029e-05,0.1649297,27.91527302074246,1498.0,14.88727331161499
372000,1.417465,7.74503e-05,0.14064662,-18.41416677646339,1498.0,-18.414169311523438
374000,1.4174651,7.637528e-05,0.15729165,38.7594773992314,1498.0,59.14871311187744
376000,1.4174651,7.507028e-05,0.13790272,98.7972385075409,1498.0,58.583739936351776
378000,1.417555,7.363911e-05,0.17697386,-13.149871465371689,1072.5,-13.14987564086914
380000,1.4175824,7.253699e-05,0.15844019,-21.39614340069238,1275.0,-81.71417236328125
382000,1.4175824,7.1456285e-05,0.108743034,-63.54938177764416,1174.0,-12.313740730285645
384000,1.4175822,7.014875e-05,0.1003567,28.293840480269864,1497.5,5.001192092895508
386000,1.4175824,6.884409e-05,0.16230695,9.153819825325627,1498.0,30.37015438079834
388000,1.4176314,6.762409e-05,0.16440392,161.28444491047412,1498.0,161.28444290161133
390000,1.417656,6.6424494e-05,0.10627222,2.376909961370984,1265.5,2.3769073486328125
392000,1.417656,6.520335e-05,0.060845748,42.547908594598994,1497.0,42.547908782958984
394000,1.417656,6.412869e-05,0.13064949,72.12540675613127,1498.0,133.35614395141602
396000,1.417656,6.306711e-05,0.122811794,25.894809550838545,650.0,18.394739627838135
398000,1.4176487,6.181618e-05,0.14779067,-53.93408594786888,1117.3333333333333,25.935699462890625
400000,1.417636,6.0699156e-05,0.20676312,52.433070968370885,1497.0,-213.67367553710938
402000,1.4176362,5.9566988e-05,0.15121378,-55.2505174180551,1121.5,-27.70160460472107
404000,1.417636,5.8183028e-05,0.14921476,-50.37852562178159,1216.5,-40.491559982299805
406000,1.417636,5.699056e-05,0.20562169,142.41869134362787,1497.0,-22.438682556152344
408000,1.4176073,5.581088e-05,0.13562274,169.916586806532,1498.0,156.16764450073242
410000,1.417564,5.459088e-05,0.08730229,191.6980284252204,1498.0,191.69803619384766
412000,1.4175643,5.351588e-05,0.1076059,-39.87005587440217,1498.0,0.0249481201171875
414000,1.4175643,5.2357518e-05,0.097603954,57.049490701640025,1075.0,-11.357786178588867
416000,1.4175643,5.1091818e-05,0.0728567,172.06718661414925,1457.5,136.39212703704834
418000,1.417573,4.9813578e-05,0.10379525,76.59293392201653,1497.0,142.16758477687836
420000,1.4175864,4.8474638e-05,0.2153732,-9.447415377479047,902.5,-9.44741153717041
422000,1.4175864,4.740064e-05,0.21360248,12.18526456062682,927.6666666666666,50.85792922973633
424000,1.4175866,4.623846e-05,0.22590871,91.48326514373184,1044.0,-32.03047180175781
426000,1.4175864,4.5037497e-05,0.17728393,15.341478105343413,943.0,62.54780960083008
428000,1.4175826,4.3878594e-05,0.19883417,32.7720086099871,988.5,62.0857754945755
430000,1.4175702,4.2580577e-05,0.25421277,240.3125259715598,1497.0,134.56985569000244
432000,1.4175702,4.1307703e-05,0.24039656,186.21510734257754,1309.5,177.83262634277344
434000,1.4175702,4.0107094e-05,0.23866998,54.397691359510645,1498.0,124.49763870239258
436000,1.4175702,3.8910228e-05,0.116365895,43.15363259066362,1416.0,43.15362739562988
438000,1.4175704,3.78051e-05,0.24465363,-8.3269576219609,1151.0,-8.326967239379883
440000,1.4175246,3.649284e-05,0.25233138,47.14566907007247,971.5,47.14566898345947
442000,1.4175246,3.5485962e-05,0.27010238,165.63081970025087,1497.0,165.63081741333008
444000,1.4175246,3.430638e-05,0.20968494,-37.17107996618142,801.75,-47.16665013631185
446000,1.4175245,3.3072898e-05,0.25634825,-8.37594868557062,521.5,-7.978752136230469
448000,1.4175243,3.188469e-05,0.33673155,82.71752068973728,1448.0,67.58135986328125
450000,1.4175233,3.0551022e-05,0.24579424,57.09576218476286,828.0,70.68173472086589
452000,1.4175224,2.9192859e-05,0.26861086,40.126322901604,871.0,40.12632989883423
454000,1.4175223,2.8134904e-05,0.22450157,48.276071347645484,1395.0,17.608055114746094
456000,1.4175225,2.7086608e-05,0.26962423,18.810968313599005,914.0,48.877530097961426
458000,1.4175224,2.5849562e-05,0.27558386,-27.673954894184135,1497.5,12.228573322296143
460000,1.4175111,2.473354e-05,0.2690453,-8.227022587088868,943.0,-37.90175533294678
462000,1.4175003,2.3458666e-05,0.27284357,75.56181394902524,748.5,85.82442283630371
464000,1.4175006,2.2179383e-05,0.2705758,56.53800940862857,1497.0,50.655999541282654
466000,1.4175005,2.0954405e-05,0.2688646,150.04725129975122,1253.5,214.84296226501465
468000,1.4175006,1.9773093e-05,0.2680091,65.36319129588082,1498.0,75.30736637115479
470000,1.4174813,1.8572246e-05,0.27426064,19.18453732226044,1128.0,118.8351821899414
472000,1.4174688,1.7517985e-05,0.2871306,16.503373165614903,1497.0,-31.98136830329895
474000,1.4174688,1.6194212e-05,0.28157476,36.65659583697561,879.5,36.656596183776855
476000,1.4174689,1.5071395e-05,0.28176847,35.289572641893756,988.5,35.289570331573486
478000,1.4174688,1.39363665e-05,0.20932136,74.57620012393454,898.5,74.57619380950928
480000,1.4174623,1.2799418e-05,0.27686343,-29.757232404197566,1495.5,-5.949469566345215
482000,1.4174432,1.1534294e-05,0.2828905,45.16126001311932,1144.5,-7.473905563354492
484000,1.417443,1.0120898e-05,0.2907507,102.98354234197177,1498.0,77.34443679451942
486000,1.417443,8.918821e-06,0.27867275,40.2980803049868,1134.5,46.73564374446869
488000,1.417443,7.8579815e-06,0.22978027,-186.89119384880178,1497.0,-76.51533508300781
490000,1.4174443,6.4217875e-06,0.28168467,49.112886658481635,699.6666666666666,49.11288642883301
492000,1.4174453,5.3767644e-06,0.2856261,12.24196495860815,1497.0,12.241963505744934
494000,1.4174453,4.2083716e-06,0.28378075,72.9305164970574,786.75,80.79058837890625
496000,1.4174452,2.9061923e-06,0.28789198,60.79942743747961,1497.0,55.074866771698
498000,1.4174453,1.6864998e-06,0.19433135,36.4181081635179,1498.0,36.41810727119446
500000,1.4174455,6.3167164e-07,0.2821198,146.28952923350153,1461.0,136.55814361572266
