Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
150000,1.0276732,97.242905,0.14071488,1.4182395,0.00029805003,255.32951015819773,4495.0,255.3295051574707
180000,2.1570663,232.73537,0.12423609,1.4176185,0.000297525,None,None,None
210000,2.7267075,282.44153,0.14753367,1.4176756,0.00029707508,None,None,None
240000,3.4352114,353.1481,0.15532227,1.417371,0.00029662502,None,None,None
270000,4.6993675,384.96332,0.16047184,1.416952,0.000296175,3606.572430727878,4496.0,3631.424065425478
300000,6.1273284,None,None,1.416952,0.00029594958,None,None,2885.8751678466797
330000,7.570909,553.3044,0.14892037,1.416642,0.00029549957,None,None,None
360000,8.580158,489.5407,0.13301742,1.416354,0.00029504954,None,None,None
390000,9.024715,416.81586,0.17248704,1.4164789,0.00029459962,None,None,None
420000,9.916254,425.74054,0.16366838,1.4163057,0.00029399936,4684.150962958863,4496.0,4684.150958251953
450000,10.467666,863.4216,0.14158125,1.4156036,0.00029347418,None,None,None
480000,11.141776,921.8895,0.16222572,1.4154708,0.00029302412,None,None,None
510000,12.614715,1035.5789,0.14238586,1.4154232,0.00029257408,None,None,None
540000,14.58176,1043.7146,0.13397244,1.4151124,0.00029212414,7531.3792809767265,4496.0,7500.005769926926
570000,15.179303,None,None,1.4151123,0.00029189867,None,None,8441.2099609375
600000,16.099184,1243.9446,0.15221243,1.4143721,0.0002914486,None,None,None
630000,17.311115,1317.4872,0.13807672,1.4139974,0.0002909987,None,None,None
660000,17.841112,1414.7915,0.13991784,1.4140798,0.0002905487,None,None,None
690000,18.628462,1261.2129,0.16647679,1.4138932,0.00028994845,8790.545625139848,4496.0,8790.545595296224
720000,18.891607,1799.3887,0.13704123,1.4136956,0.00028942322,None,None,None
750000,19.704838,1698.0375,0.14424522,1.4131565,0.00028897315,None,None,None
780000,20.72437,1618.6738,0.12630793,1.4128475,0.00028852327,None,None,None
810000,21.83355,1704.3776,0.16784368,1.4127547,0.0002880732,10303.169382168357,4496.0,10316.892960120891
840000,22.183538,None,None,1.4127547,0.00028784777,None,None,9905.185119628906
870000,23.133442,2227.4531,0.13963044,1.4122983,0.00028739774,None,None,None
900000,24.182547,2357.6965,0.14132255,1.411554,0.00028694776,None,None,None
930000,24.95879,2327.0903,0.14563727,1.4111183,0.0002864977,None,None,None
960000,25.848368,2464.7388,0.14494604,1.410469,0.00028589758,12187.322167799093,4496.0,12187.322239176432
990000,26.260496,2743.5964,0.14237224,1.4097135,0.0002853723,None,None,None
1020000,27.139627,3177.924,0.14607702,1.4094166,0.0002849223,None,None,None
1050000,28.01618,3037.4517,0.13403277,1.4094803,0.00028447228,None,None,None
1080000,29.015175,3062.7927,0.15232202,1.409459,0.00028402227,14153.54200622787,4496.0,14131.787151468212
1110000,29.321566,None,None,1.4094588,0.0002837968,None,None,14784.430419921875
1140000,30.122898,3373.6602,0.13582581,1.4090773,0.0002833469,None,None,None
1170000,30.928188,3446.676,0.1525171,1.4090041,0.0002828969,None,None,None
1200000,31.721142,3573.7336,0.13961758,1.4087212,0.00028244688,None,None,None
1230000,32.496643,3717.046,0.14811012,1.4083749,0.00028184665,15458.700585736366,4496.0,15458.700522867839
1260000,32.86325,3904.043,0.13289222,1.4079574,0.00028132138,None,None,None
1290000,33.613644,4059.8723,0.13601664,1.4074339,0.00028087146,None,None,None
1320000,34.353348,4035.0269,0.15463237,1.407181,0.0002804214,None,None,None
1350000,35.220543,4224.4775,0.13492493,1.406875,0.00027997143,16622.354178558227,4496.0,16612.196844692888
1380000,35.477352,None,None,1.4068749,0.000279746,None,None,16916.916259765625
1410000,35.95894,4468.939,0.12297843,1.4062254,0.00027929601,None,None,None
1440000,36.85471,4473.0186,0.14228085,1.4061718,0.00027884595,None,None,None
1470000,37.7499,4312.731,0.16002257,1.4059035,0.000278396,None,None,None
1500000,38.5524,4533.259,0.14456557,1.4056777,0.00027779574,17360.51015075616,4496.0,17360.510103352866
1530000,38.886204,4456.9224,0.13647103,1.4054128,0.00027727053,None,None,None
1560000,39.64502,4684.078,0.14010711,1.4046742,0.00027682047,None,None,None
1590000,40.409428,4693.6343,0.13791555,1.4039955,0.00027637053,None,None,None
1620000,41.301727,4772.861,0.15622908,1.4037706,0.00027592055,17841.876309793104,4496.0,17847.889404296875
1650000,41.571545,None,None,1.4037706,0.00027569503,None,None,17667.49560546875
1680000,42.278847,4932.4824,0.13734569,1.4034599,0.00027524514,None,None,None
1710000,43.033813,5158.5576,0.1449478,1.4031752,0.00027479508,None,None,None
1740000,43.753685,4711.9336,0.16379927,1.402979,0.00027434508,None,None,None
1770000,44.427364,4357.242,0.1698119,1.4027002,0.00027374487,17858.753932358362,4496.0,17858.75389811198
1800000,44.76036,4845.567,0.17004961,1.4025185,0.00027321957,None,None,None
1830000,45.450195,5015.9688,0.1335413,1.4016927,0.00027276966,None,None,None
1860000,46.15463,5176.704,0.14208071,1.4010975,0.00027231962,None,None,None
1890000,47.009262,5244.736,0.13784778,1.4004382,0.00027186962,18938.183567346943,4496.0,18950.519000875538
1920000,47.268185,None,None,1.4004381,0.0002716442,None,None,18580.459350585938
1950000,47.952106,5352.044,0.13662428,1.4001249,0.00027119415,None,None,None
1980000,48.660416,5585.9062,0.15021297,1.3998047,0.00027074415,None,None,None
2010000,49.362057,5567.194,0.14182398,1.3992698,0.0002702942,None,None,None
2040000,50.058388,5688.2666,0.13684013,1.3987497,0.000269694,19740.908839016593,4496.0,19740.908821614583
2070000,50.376865,5450.3486,0.12630406,1.3982084,0.00026916873,None,None,None
2100000,51.02784,5280.081,0.14348167,1.3977578,0.00026871872,None,None,None
2130000,51.672653,5390.905,0.13553458,1.3976498,0.00026826866,None,None,None
2160000,52.463623,5331.7163,0.1552185,1.397253,0.00026781874,19330.432843559607,4496.0,19322.06374595905
2190000,52.70891,None,None,1.397253,0.00026759328,None,None,19573.134033203125
2220000,53.322533,5397.4185,0.13763334,1.39703,0.0002671433,None,None,None
2250000,53.97352,5709.0146,0.15227953,1.3962934,0.0002666933,None,None,None
2280000,54.622032,5748.207,0.14062506,1.3956717,0.00026624324,None,None,None
2310000,55.282024,5853.836,0.1498937,1.3951066,0.00026564306,20056.9164056619,4496.0,20056.91640625
2340000,55.589005,5791.6265,0.14424011,1.394345,0.0002651178,None,None,None
2370000,56.217236,5842.951,0.1394582,1.3939583,0.00026466788,None,None,None
2400000,56.84599,5988.964,0.14167581,1.3936821,0.00026421782,None,None,None
2430000,57.582188,5845.722,0.15024382,1.3932266,0.0002637678,20424.10633455484,4496.0,20416.36305454799
2460000,57.80744,None,None,1.3932264,0.00026354234,None,None,20532.512084960938
2490000,58.497208,6143.542,0.13858962,1.3925536,0.00026309237,None,None,None
2520000,59.21232,6276.048,0.13904274,1.3921359,0.00026264234,None,None,None
2550000,59.844376,6388.0576,0.14508678,1.391672,0.00026219236,None,None,None
2580000,60.471798,6329.7856,0.16443981,1.3913423,0.00026159218,21092.31840412955,4496.0,21092.31845296224
2610000,60.800926,6028.4795,0.1367987,1.3908426,0.00026106692,None,None,None
2640000,61.482616,5876.2134,0.15205538,1.3903507,0.00026061691,None,None,None
2670000,62.16473,6069.6147,0.14277586,1.3897947,0.00026016688,None,None,None
2700000,62.957474,6056.286,0.13702138,1.3893383,0.00025971694,20758.05691710768,4496.0,20758.723824637276
2730000,63.20025,None,None,1.3893383,0.00025949144,None,None,20748.720947265625
2760000,63.84559,6215.658,0.13840334,1.3887354,0.0002590415,None,None,None
2790000,64.51421,6378.8125,0.15357769,1.3880979,0.00025859146,None,None,None
2820000,65.19012,6419.4375,0.15448268,1.3875655,0.00025814146,None,None,None
2850000,65.870026,6355.4736,0.14523497,1.3871039,0.00025754125,21351.930608963965,4496.0,21351.930517578126
2880000,66.18485,6447.7627,0.13354494,1.3867346,0.000257016,None,None,None
2910000,66.833244,6307.159,0.15425034,1.386242,0.00025656607,None,None,None
2940000,67.48389,6318.9956,0.14075655,1.385936,0.00025611604,None,None,None
2970000,68.23997,6413.4097,0.14419891,1.3854288,0.000255666,21497.415573092178,4496.0,21478.92837524414
3000000,68.47015,None,None,1.3854287,0.00025544057,None,None,21756.23583984375
3030000,69.081085,12848.975,0.053338833,1.3854218,0.0002549906,None,None,None
3060000,69.72258,6642.9355,0.14367591,1.3848827,0.0002545405,None,None,None
3090000,70.37752,6933.439,0.12039079,1.3846061,0.00025409064,None,None,None
3120000,71.01802,6661.219,0.15149762,1.3841597,0.0002534904,21841.76745931444,4496.0,21841.767504882813
3150000,71.31506,6474.4136,0.12805748,1.3838443,0.00025296514,None,None,None
3180000,71.92684,6429.059,0.14269035,1.3832886,0.0002525151,None,None,None
3210000,72.544586,6530.7256,0.14609145,1.3828138,0.0002520652,None,None,None
3240000,73.27048,6543.152,0.13750999,1.3824666,0.0002516152,21772.817964715385,4496.0,21775.127903529577
3270000,73.49187,None,None,1.3824667,0.00025138963,None,None,21740.478088378906
3300000,74.077415,6698.0884,0.12598008,1.3819216,0.0002509397,None,None,None
3330000,74.6849,6757.679,0.14044751,1.3816763,0.00025048965,None,None,None
