Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
62000,-3.0950348,1.4188844,0.0002633562,-1695.9181107627228,4495.0,-1695.9181213378906
64000,-3.2760673,1.4188119,0.0002620362,None,None,None
66000,-3.2570271,1.4188119,0.00026093595,-1740.6284251613542,4496.0,None
68000,-3.23273,1.4188119,0.00025978376,-584.1703781653196,1404.0,-1162.3993911743164
70000,-3.255539,1.4188119,0.000258492,None,None,None
72000,-3.2937171,1.418812,0.00025735633,-1352.0525560649112,3643.0,-1352.0525512695312
74000,-3.3310058,1.4188844,0.0002563038,None,None,None
76000,-3.3986084,1.4188844,0.00025492386,-1744.7801896454766,4495.0,-1744.7801971435547
78000,-3.323641,1.4188844,0.00025379122,-814.198633896187,2228.0,None
80000,-3.3321295,1.4188844,0.0002527612,-358.047366358398,1101.5,-542.5160903930664
82000,-3.2821057,1.4188843,0.00025154167,None,None,-445.26121520996094
84000,-3.3080719,1.4188014,0.00025032245,-697.0321163979825,1916.5,-965.4477844238281
86000,-3.3611991,1.4187603,0.00024911703,-516.7503441525623,1311.0,-472.6834259033203
88000,-3.318058,1.4187605,0.00024785107,None,None,None
90000,-3.321273,1.4187604,0.00024649242,-1541.6489071194082,4423.0,-1541.6488494873047
92000,-3.332788,1.4187605,0.00024519424,None,None,None
94000,-3.4049854,1.4185598,0.00024414642,-1093.0542505346239,3323.0,-1093.0542602539062
96000,-3.360591,1.4184943,0.00024293592,-468.33391838148236,1364.0,-468.3339157104492
98000,-3.2828937,1.4184943,0.00024174865,-456.79311893088743,1223.0,-456.7931137084961
100000,-3.370809,1.4184946,0.00024082384,None,None,None
102000,-3.4286149,1.4184943,0.00023946338,-1429.3473714957945,4429.0,-1429.3473663330078
104000,-3.2836366,1.4183636,0.00023816347,None,None,None
106000,-3.3231444,1.4182328,0.00023706349,-1571.3296119375154,4495.0,None
108000,-3.320862,1.4182326,0.00023606342,None,None,-1571.329574584961
110000,-3.2881808,1.4182326,0.0002348634,None,None,None
112000,-3.2976637,1.4182328,0.00023348317,-1533.452528391732,4496.0,-1533.4524536132812
114000,-3.3205266,1.4182326,0.00023216281,None,None,None
116000,-3.340072,1.4181288,0.00023106254,-1371.0255555766635,4496.0,-1371.0255737304688
118000,-3.2896907,1.4181288,0.00022981183,-820.6833297396079,2768.0,-820.6833190917969
120000,-3.2599173,1.418129,0.00022857735,-634.5774823608808,2253.0,None
122000,-3.3228607,1.4181288,0.00022764607,None,None,-634.5774841308594
124000,-3.3339677,1.4181288,0.00022644606,None,None,None
126000,-3.2877052,1.4180026,0.00022503591,-905.8390515709762,2780.0,-905.8390598297119
128000,-3.2865248,1.4178352,0.00022383347,-461.5616770591587,1401.0,-461.5616760253906
130000,-3.2454088,1.4178354,0.00022280519,-371.2900069542229,1138.0,-371.29004669189453
132000,-3.2869081,1.4178355,0.00022155081,-625.0600234179292,1931.0,-1065.5253295898438
134000,-3.2360263,1.4178352,0.00022045981,None,None,-184.5947265625
136000,-3.3363924,1.4178354,0.00021925983,None,None,None
138000,-3.4100723,1.417735,0.00021791074,-737.7795691607753,2693.0,-737.7795643806458
140000,-3.2419345,1.417735,0.0002164358,-423.34340856969357,1527.0,-423.3434143066406
142000,-3.224587,1.4177351,0.00021521481,-665.4522400996648,2467.0,-665.4522094726562
144000,-3.2354076,1.4177347,0.00021422462,None,None,None
146000,-3.2025268,1.417735,0.00021284466,-1222.0307141360827,4495.0,-1222.0306701660156
148000,-3.195135,1.4176633,0.00021152465,None,None,None
150000,-3.102526,1.4176633,0.00021042439,-1219.1238649189472,4496.0,None
152000,-3.1247401,1.4176632,0.00020942405,None,None,-1219.1238403320312
154000,-2.9896514,1.4176633,0.00020822405,None,None,None
156000,-3.0434,1.4176631,0.00020684378,-1193.1010546381585,4496.0,-1193.1010437011719
158000,-3.062546,1.4175609,0.00020556989,-721.8132003732026,2729.0,-721.813232421875
160000,-2.9168591,1.4174861,0.00020448427,None,None,None
162000,-2.900462,1.417486,0.00020338428,-1122.1596888634376,4495.0,None
164000,-2.9770396,1.4174861,0.00020238424,None,None,-1122.159683227539
166000,-2.9690423,1.4174861,0.00020118422,None,None,None
168000,-2.9681416,1.4174359,0.00019979973,-580.2760966567633,2148.3333333333335,-767.9716854095459
170000,-2.887094,1.4173489,0.00019865042,-458.233698642347,1368.0,-204.88494873046875
172000,-2.939447,1.4173489,0.0001976905,None,None,-458.23370361328125
174000,-2.8394814,1.4173489,0.0001964905,None,None,None
176000,-2.8798358,1.4173489,0.00019511044,-1164.6205120612867,4495.0,-1164.6205291748047
178000,-2.9378214,1.4171828,0.00019364235,-723.4823719001142,2391.0,-723.4823608398438
180000,-2.7601607,1.416951,0.00019235407,None,None,None
182000,-2.8183162,1.4169511,0.00019112111,-1124.265269088326,4071.0,-1124.2652740478516
184000,-2.9314525,1.416951,0.00018990845,None,None,None
186000,-2.9479203,1.416951,0.000188991,-977.6250581005588,4025.0,-977.6250429153442
188000,-2.6629663,1.416951,0.00018809047,None,None,None
190000,-2.613232,1.4167882,0.00018671046,-936.0576387024485,4495.0,-936.0576324462891
192000,-2.6316075,1.4167883,0.0001854046,-730.6960228839889,2907.0,None
194000,-2.6991673,1.4167882,0.00018424443,None,None,-730.6960296630859
196000,-2.7561312,1.4167882,0.00018304447,None,None,None
198000,-2.690977,1.4167882,0.00018166447,-1047.5723351398483,4495.0,-1047.5722961425781
200000,-2.576225,1.4167652,0.00018034446,None,None,None
202000,-2.6789432,1.4167653,0.00017924419,-1080.7420143587515,4496.0,-1080.7420349121094
204000,-2.5668745,1.4167652,0.00017824385,None,None,None
206000,-2.6438038,1.4167652,0.00017702275,-857.0392351043411,4043.0,-857.0392227172852
208000,-2.673027,1.4167652,0.00017581505,None,None,None
210000,-2.5326118,1.4167498,0.00017443507,-1030.1103487759829,4495.0,-1030.1103134155273
212000,-2.554975,1.4167392,0.000173191,-639.0829962766729,2593.0,None
214000,-2.5802972,1.4167391,0.00017215744,None,None,-639.0830078125
216000,-2.5817897,1.4167391,0.00017095743,None,None,None
218000,-2.6246367,1.4167395,0.00016985746,-950.7613014890812,4495.0,-950.7613067626953
220000,-2.5520585,1.4167391,0.0001688575,None,None,None
222000,-2.3727124,1.4164923,0.00016747718,-899.7810186748393,4496.0,-899.7810211181641
224000,-2.4229407,1.4164923,0.00016615687,None,None,None
226000,-2.400409,1.4164922,0.00016505661,-1067.1789380514529,4496.0,None
228000,-2.3849459,1.4164923,0.00016405628,None,None,-1067.1789169311523
230000,-2.3570664,1.4164923,0.00016285629,None,None,None
232000,-2.3849823,1.41637,0.00016147598,-683.093247027602,4496.0,-683.0932464599609
234000,-2.2424297,1.4163396,0.00016015569,None,None,None
236000,-2.2744217,1.4163395,0.0001590554,-774.313347969437,4496.0,-774.3133316040039
238000,-2.2531476,1.4163396,0.00015805509,None,None,None
240000,-2.2720172,1.4163396,0.00015683268,-673.8518016207963,4046.0,-673.8518018722534
242000,-2.3258033,1.4163156,0.00015562447,None,None,None
244000,-2.1359458,1.4162915,0.00015434154,-573.9755472545512,3199.0,-573.9755477905273
246000,-2.1362953,1.4162915,0.00015310265,None,None,None
248000,-2.1770294,1.4162912,0.00015172266,-906.2173940206412,4495.0,-906.2173767089844
250000,-2.1301215,1.4162915,0.00015040266,None,None,None
252000,-2.2058337,1.4161841,0.00014930239,-849.1078806014266,4496.0,-849.1078643798828
254000,-2.04329,1.4161302,0.00014817227,-161.77360682934523,1335.0,-161.77360916137695
256000,-2.063571,1.4161302,0.00014692296,-518.1924098674208,2854.0,-518.1923980712891
258000,-2.0747993,1.4161302,0.00014575565,-237.08162387553602,1067.0,-237.08163261413574
260000,-2.0822258,1.4161302,0.00014454426,None,None,None
262000,-2.1471581,1.4161303,0.00014343963,-425.8000372280367,2252.0,-425.80004715919495
264000,-1.9921141,1.4160086,0.00014243825,None,None,None
266000,-1.9992056,1.4160088,0.00014105825,-541.0991723313928,4495.0,-541.0991897583008
268000,-1.9670237,1.4160086,0.00013973827,None,None,None
270000,-1.9145608,1.4160088,0.00013863802,-680.5801549712196,4496.0,None
272000,-1.982106,1.4160086,0.00013763769,None,None,-680.5801544189453
274000,-2.0042915,1.4159507,0.00013643767,None,None,None
276000,-1.7855767,1.4158926,0.00013505739,-794.9634273808915,4496.0,-794.9634017944336
278000,-1.7915246,1.4158928,0.00013373709,None,None,None
280000,-1.8394428,1.4158926,0.00013263681,-784.7056410992518,4496.0,-784.7056350708008
282000,-1.8293726,1.4158928,0.00013163648,None,None,None
284000,-1.7978033,1.4158484,0.00013025619,-781.2377384435385,4496.0,-781.2377548217773
286000,-1.7407681,1.4157823,0.00012893589,None,None,None
288000,-1.7484318,1.4157821,0.00012783562,-813.4295882228762,4496.0,None
290000,-1.7672737,1.4157823,0.0001268353,None,None,-813.4295959472656
292000,-1.7291883,1.4157822,0.00012563937,-531.9535133810714,2970.0,-531.9535064697266
294000,-1.7986954,1.4157823,0.00012445147,None,None,None
296000,-1.7467829,1.4156873,0.00012307147,-631.1216367995366,4495.0,-631.1216278076172
298000,-1.8012776,1.4156874,0.00012175146,None,None,None
300000,-1.7414321,1.4156873,0.00012045218,-527.1673008897342,3244.0,-527.1672897338867
302000,-1.7243438,1.4156874,0.00011920266,None,None,None
304000,-1.6217691,1.4156876,0.00011799909,-539.3473883746192,4003.0,-539.3473979234695
306000,-1.6435341,1.4156284,0.00011679787,None,None,None
308000,-1.5335577,1.4156286,0.00011569786,-548.6270012361929,4495.0,-548.6270027160645
310000,-1.5597323,1.4156284,0.00011469786,None,None,None
312000,-1.6177943,1.4156284,0.000113528266,-553.3905554842204,3812.0,-553.3905334472656
314000,-1.6631523,1.4156284,0.000112294656,-343.9704956226051,2286.0,-343.9704895019531
316000,-1.5025076,1.4155661,0.00011091106,-366.74202099163085,2316.0,-366.7420196533203
318000,-1.5731072,1.4155186,0.00010978857,-348.9610496396199,2345.0,None
320000,-1.4501203,1.4155185,0.00010883469,None,None,-348.96104431152344
322000,-1.5253022,1.4155184,0.000107634696,None,None,None
324000,-1.4586879,1.4155188,0.00010625467,-697.5129108537221,4495.0,-697.5129241943359
326000,-1.4049671,1.4154419,0.000104934676,None,None,None
328000,-1.4226274,1.4153655,0.00010365137,-566.3343697441742,4199.0,-566.3343544006348
330000,-1.5139462,1.4153653,0.0001023533,-188.34622782561928,1507.0,-188.34621810913086
332000,-1.3701627,1.4153653,0.000101201476,None,None,None
334000,-1.4290161,1.4153653,0.00010010147,-639.7890503662638,4495.0,None
336000,-1.5007384,1.4153653,9.910145e-05,None,None,-639.7890319824219
338000,-1.3916243,1.4152853,9.7901466e-05,None,None,None
340000,-1.4917102,1.4152856,9.661539e-05,-174.51403636485338,2601.0,-174.51403081417084
342000,-1.481216,1.4152853,9.5376075e-05,None,None,None
344000,-1.4567399,1.4152855,9.427609e-05,-457.5400056904182,4495.0,None
346000,-1.4859724,1.4152855,9.308502e-05,-273.8777829185128,1537.0,-365.7088928222656
348000,-1.3754222,1.4152528,9.175268e-05,None,None,None
350000,-1.35944,1.4152529,9.039802e-05,-457.6732823816128,4410.0,-457.673282623291
352000,-1.3560293,1.4152528,8.91037e-05,None,None,None
354000,-1.4271724,1.4152529,8.80037e-05,-262.7188162561506,4495.0,None
356000,-1.3899534,1.4152528,8.700368e-05,None,None,-262.7188186645508
358000,-1.3125654,1.4152305,8.580368e-05,None,None,None
360000,-1.229071,1.4152079,8.442339e-05,-535.917584056966,4496.0,-535.9175987243652
362000,-1.3702941,1.4152082,8.312688e-05,-464.4688612455502,3849.0,None
364000,-1.3441167,1.4152081,8.206233e-05,-526.3271467536688,1615.0,-464.4688415527344
366000,-1.2933456,1.4152082,8.102109e-05,None,None,-526.3271484375
368000,-1.2759874,1.4152081,7.987341e-05,-446.63796886475757,3699.0,None
370000,-1.2625442,1.415158,7.881997e-05,-51.84329714439809,870.0,-249.2406358718872
372000,-1.1962276,1.4151579,7.767668e-05,None,None,None
374000,-1.274826,1.4151584,7.629669e-05,-554.2289585513063,4495.0,-554.2289590835571
376000,-1.1287712,1.4151583,7.4861346e-05,-262.2934183094185,2291.0,-262.2934226989746
378000,-1.1952232,1.4151579,7.3600284e-05,None,None,None
380000,-1.1493163,1.4151527,7.2500276e-05,-336.5502802832052,4495.0,None
382000,-1.1537035,1.4151529,7.150029e-05,None,None,-336.55027866363525
384000,-1.1489838,1.4151528,7.030029e-05,None,None,None
386000,-1.1722229,1.4151528,6.892e-05,-598.5803128653206,4496.0,-598.5803146362305
388000,-1.1590161,1.4151528,6.7760164e-05,-287.34830164024606,3299.0,None
390000,-1.1763589,1.4151474,6.6817876e-05,None,None,-287.34830474853516
392000,-1.1230116,1.4151418,6.56179e-05,None,None,None
394000,-1.0200872,1.4151417,6.4283726e-05,-276.9907922442071,3123.5,-402.43761444091797
396000,-1.1412406,1.4151418,6.306549e-05,None,None,-151.54396057128906
398000,-1.149442,1.4151418,6.186549e-05,None,None,None
400000,-1.1592817,1.4151449,6.0485483e-05,-161.60715521499515,4495.0,-161.60715866088867
402000,-0.9635966,1.4151499,5.923584e-05,-377.79531195480376,2617.0,-377.7953186035156
404000,-1.1508772,1.4151498,5.8193487e-05,None,None,None
406000,-1.1203074,1.4151498,5.6927205e-05,-431.4956425409764,4154.0,-431.49564361572266
408000,-0.9507516,1.4151498,5.563103e-05,-168.71822458785027,2158.0,-168.71822357177734
410000,-1.0485017,1.4151498,5.440149e-05,None,None,None
412000,-1.0836887,1.4150925,5.330149e-05,-300.3149357549846,4495.0,None
414000,-1.0437106,1.4150925,5.2301497e-05,None,None,-300.31493616104126
416000,-0.95340383,1.4150926,5.110149e-05,None,None,None
418000,-1.0343401,1.4150925,4.9721202e-05,-177.86514855572022,4496.0,-177.8651466369629
420000,-0.98480797,1.4150925,4.8472324e-05,-197.46909475862049,1783.0,-258.31963634490967
422000,-1.0124936,1.4150684,4.745829e-05,None,None,-136.6185531616211
424000,-0.9469807,1.4150442,4.625828e-05,None,None,None
426000,-0.91381836,1.4150442,4.4878285e-05,-320.9322433564812,4495.0,-320.93223762512207
428000,-1.055918,1.4150441,4.3776865e-05,-305.68147975672036,3153.0,None
430000,-0.9678779,1.4150442,4.286408e-05,None,None,-305.68148136138916
432000,-0.94476867,1.4150442,4.1671003e-05,-122.53853803314269,2952.0,-122.53853607177734
434000,-0.8798642,1.4150039,4.0491097e-05,None,None,None
436000,-0.905849,1.4150038,3.911109e-05,-515.3126388411038,4495.0,-515.3126258850098
438000,-0.94311404,1.4150039,3.7791087e-05,None,None,None
440000,-0.89780617,1.415004,3.6523423e-05,9.139968552161008,1986.0,9.139973640441895
442000,-0.97528714,1.4150039,3.540489e-05,None,None,None
444000,-0.9102989,1.4149837,3.4145618e-05,-468.19843028485775,4136.0,-468.19842529296875
446000,-0.8502087,1.4149837,3.2905686e-05,-25.999664805829525,1031.0,-25.999665141105652
448000,-1.0086471,1.4149837,3.1668376e-05,-314.27495622448623,3070.0,-314.2749671936035
450000,-0.86893594,1.4149836,3.0456094e-05,None,None,None
452000,-0.89498836,1.4149837,2.9265051e-05,-128.646035162732,3938.0,-128.64603805541992
454000,-0.92788917,1.4149656,2.7992322e-05,-140.53276325762272,2243.0,-140.53276824951172
456000,-0.7727927,1.4149659,2.674329e-05,None,None,None
458000,-0.7248618,1.4149655,2.56433e-05,-162.77978647127748,4495.0,None
460000,-0.8275924,1.4149659,2.464329e-05,None,None,-162.77978515625
462000,-0.79845977,1.4149659,2.3443301e-05,None,None,None
464000,-0.8448937,1.4149499,2.2063005e-05,-225.4913854561746,4496.0,-225.49139213562012
466000,-0.7895938,1.4149458,2.0742704e-05,None,None,None
468000,-0.76181805,1.414946,1.9642435e-05,-272.76888957468327,4496.0,-272.7688751220703
470000,-0.78852427,1.4149458,1.8642093e-05,None,None,None
472000,-0.7480612,1.414946,1.7261807e-05,-89.33956073690206,4496.0,-89.33956718444824
474000,-0.7091137,1.4149389,1.5941501e-05,None,None,None
476000,-0.56160164,1.4149323,1.49909465e-05,-131.73056437261403,4087.0,None
478000,-0.69808906,1.4149321,1.4086298e-05,None,None,-131.73056602478027
480000,-0.6595051,1.4149321,1.2886297e-05,None,None,None
482000,-0.6291173,1.4149321,1.1506297e-05,94.94518561521545,4495.0,94.94518280029297
484000,-0.6688698,1.4149321,1.0186296e-05,None,None,None
486000,-0.6498423,1.4149276,9.0860285e-06,118.89747335202992,4496.0,118.8974609375
488000,-0.5587095,1.4149278,8.085698e-06,None,None,None
490000,-0.5318876,1.4149276,6.7054125e-06,-71.45239431178197,4496.0,-71.45240592956543
492000,-0.5280604,1.4149278,5.3850977e-06,None,None,None
494000,-0.5446775,1.4149278,4.2848283e-06,-378.03982781106606,4496.0,None
496000,-0.5557845,1.4149245,3.2105695e-06,-77.69211451523006,1177.0,-227.86597442626953
498000,-0.46753207,1.4149218,1.7224932e-06,-102.93726484850049,1787.0,-102.93726348876953
500000,-0.6062733,1.4149216,3.036992e-07,None,None,None
